Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,1685,2649,4334,Dekkhinathiri,MMR018004
 Grade 1,971,896,1867,Dekkhinathiri,MMR018004
 Grade 2,871,1224,2095,Dekkhinathiri,MMR018004
 Grade 3,1374,1930,3304,Dekkhinathiri,MMR018004
 Grade 4,2768,3066,5834,Dekkhinathiri,MMR018004
 Grade 5,3833,3889,7722,Dekkhinathiri,MMR018004
 Grade 6,1799,1387,3186,Dekkhinathiri,MMR018004
 Grade 7,1445,998,2443,Dekkhinathiri,MMR018004
 Grade 8,1516,929,2445,Dekkhinathiri,MMR018004
 Grade 9,1787,835,2622,Dekkhinathiri,MMR018004
 Grade 10,1598,846,2444,Dekkhinathiri,MMR018004
 Grade 11,2143,1044,3187,Dekkhinathiri,MMR018004
 College,948,533,1481,Dekkhinathiri,MMR018004
 Vocational training,51,23,74,Dekkhinathiri,MMR018004
 Undergraduate diploma,124,62,186,Dekkhinathiri,MMR018004
 Graduate,1680,1635,3315,Dekkhinathiri,MMR018004
 Postgraduate diploma,40,67,107,Dekkhinathiri,MMR018004
 Master degree,8,36,44,Dekkhinathiri,MMR018004
 PhD,5,-,5,Dekkhinathiri,MMR018004
 Other,114,88,202,Dekkhinathiri,MMR018004
 Total,24760,22137,46897,Dekkhinathiri,MMR018004
 None,2741946,3726861,6468807,Dekkhinathiri,MMR018004
 Grade 1,821387,849309,1670696,Dekkhinathiri,MMR018004
 Grade 2,1040684,1260906,2301590,Dekkhinathiri,MMR018004
 Grade 3,1471138,1874965,3346103,Dekkhinathiri,MMR018004
 Grade 4,2144833,2602970,4747803,Dekkhinathiri,MMR018004
 Grade 5,4090760,4535657,8626417,Dekkhinathiri,MMR018004
 Grade 6,1405955,1372581,2778536,Dekkhinathiri,MMR018004
 Grade 7,1218592,1071325,2289917,Dekkhinathiri,MMR018004
 Grade 8,1311477,1065707,2377184,Dekkhinathiri,MMR018004
 Grade 9,1385074,1085550,2470624,Dekkhinathiri,MMR018004
 Grade 10,1250919,1067770,2318689,Dekkhinathiri,MMR018004
 Grade 11,1245998,1135094,2381092,Dekkhinathiri,MMR018004
 College,499796,461225,961021,Dekkhinathiri,MMR018004
 Vocational training,36903,23367,60270,Dekkhinathiri,MMR018004
 Undergraduate diploma,72597,42405,115002,Dekkhinathiri,MMR018004
 Graduate,900275,1365670,2265945,Dekkhinathiri,MMR018004
 Postgraduate diploma,21950,38297,60247,Dekkhinathiri,MMR018004
 Master degree,21342,40815,62157,Dekkhinathiri,MMR018004
 PhD,4749,7432,12181,Dekkhinathiri,MMR018004
 Other,279556,213933,493489,Dekkhinathiri,MMR018004
 Total,21965931,23841839,45807770,Dekkhinathiri,MMR018004
