Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,9782,17601,27383,Hsihseng,MMR014004
 Grade 1,3756,3506,7262,Hsihseng,MMR014004
 Grade 2,4646,4403,9049,Hsihseng,MMR014004
 Grade 3,6233,6030,12263,Hsihseng,MMR014004
 Grade 4,6473,6003,12476,Hsihseng,MMR014004
 Grade 5,11200,10734,21934,Hsihseng,MMR014004
 Grade 6,3501,3473,6974,Hsihseng,MMR014004
 Grade 7,2887,2648,5535,Hsihseng,MMR014004
 Grade 8,3096,2983,6079,Hsihseng,MMR014004
 Grade 9,2763,2314,5077,Hsihseng,MMR014004
 Grade 10,1682,1446,3128,Hsihseng,MMR014004
 Grade 11,2042,2116,4158,Hsihseng,MMR014004
 College,445,541,986,Hsihseng,MMR014004
 Vocational training,23,42,65,Hsihseng,MMR014004
 Undergraduate diploma,60,60,120,Hsihseng,MMR014004
 Graduate,621,1077,1698,Hsihseng,MMR014004
 Postgraduate diploma,15,45,60,Hsihseng,MMR014004
 Master degree,18,12,30,Hsihseng,MMR014004
 PhD,1,2,3,Hsihseng,MMR014004
 Other,6144,3827,9971,Hsihseng,MMR014004
 Total,65388,68863,134251,Hsihseng,MMR014004
