Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,13860,16544,30404,Maubin,MMR017019
 Grade 1,6010,6030,12040,Maubin,MMR017019
 Grade 2,7135,8400,15535,Maubin,MMR017019
 Grade 3,10933,13957,24890,Maubin,MMR017019
 Grade 4,13602,16648,30250,Maubin,MMR017019
 Grade 5,37104,41269,78373,Maubin,MMR017019
 Grade 6,8883,8150,17033,Maubin,MMR017019
 Grade 7,7164,5942,13106,Maubin,MMR017019
 Grade 8,7282,5291,12573,Maubin,MMR017019
 Grade 9,7673,5502,13175,Maubin,MMR017019
 Grade 10,5822,4751,10573,Maubin,MMR017019
 Grade 11,6518,6057,12575,Maubin,MMR017019
 College,2204,2127,4331,Maubin,MMR017019
 Vocational training,198,103,301,Maubin,MMR017019
 Undergraduate diploma,389,283,672,Maubin,MMR017019
 Graduate,2901,4950,7851,Maubin,MMR017019
 Postgraduate diploma,84,193,277,Maubin,MMR017019
 Master degree,36,180,216,Maubin,MMR017019
 PhD,11,25,36,Maubin,MMR017019
 Other,376,271,647,Maubin,MMR017019
 Total,138185,146673,284858,Maubin,MMR017019
