Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,677,677,1354,Bawgali(ST),MMR003004
 Grade 1,465,421,886,Bawgali(ST),MMR003004
 Grade 2,556,549,1105,Bawgali(ST),MMR003004
 Grade 3,758,691,1449,Bawgali(ST),MMR003004
 Grade 4,753,726,1479,Bawgali(ST),MMR003004
 Grade 5,1245,1354,2599,Bawgali(ST),MMR003004
 Grade 6,608,587,1195,Bawgali(ST),MMR003004
 Grade 7,512,519,1031,Bawgali(ST),MMR003004
 Grade 8,427,468,895,Bawgali(ST),MMR003004
 Grade 9,529,517,1046,Bawgali(ST),MMR003004
 Grade 10,334,363,697,Bawgali(ST),MMR003004
 Grade 11,471,631,1102,Bawgali(ST),MMR003004
 College,39,47,86,Bawgali(ST),MMR003004
 Vocational training,-,4,4,Bawgali(ST),MMR003004
 Undergraduate diploma,8,17,25,Bawgali(ST),MMR003004
 Graduate,55,93,148,Bawgali(ST),MMR003004
 Postgraduate diploma,2,4,6,Bawgali(ST),MMR003004
 Master degree,2,1,3,Bawgali(ST),MMR003004
 PhD,1,-,1,Bawgali(ST),MMR003004
 Other,32,25,57,Bawgali(ST),MMR003004
 Total,7474,7694,15168,Bawgali(ST),MMR003004
