Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,39058,40346,79404,Naphang,MMR015006
 Grade 1,2310,1793,4103,Naphang,MMR015006
 Grade 2,2243,1721,3964,Naphang,MMR015006
 Grade 3,2618,1838,4456,Naphang,MMR015006
 Grade 4,2012,1358,3370,Naphang,MMR015006
 Grade 5,1513,968,2481,Naphang,MMR015006
 Grade 6,862,588,1450,Naphang,MMR015006
 Grade 7,683,480,1163,Naphang,MMR015006
 Grade 8,278,207,485,Naphang,MMR015006
 Grade 9,269,170,439,Naphang,MMR015006
 Grade 10,160,113,273,Naphang,MMR015006
 Grade 11,72,65,137,Naphang,MMR015006
 College,83,56,139,Naphang,MMR015006
 Vocational training,3,7,10,Naphang,MMR015006
 Undergraduate diploma,11,8,19,Naphang,MMR015006
 Graduate,39,53,92,Naphang,MMR015006
 Postgraduate diploma,1,-,1,Naphang,MMR015006
 Master degree,1,-,1,Naphang,MMR015006
 PhD,1,-,1,Naphang,MMR015006
 Other,126,51,177,Naphang,MMR015006
 Total,52343,49822,102165,Naphang,MMR015006
