Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,3300,4181,7481,Phaungpyin,MMR005032
 Grade 1,2117,2202,4319,Phaungpyin,MMR005032
 Grade 2,2133,2708,4841,Phaungpyin,MMR005032
 Grade 3,2936,3881,6817,Phaungpyin,MMR005032
 Grade 4,5553,7300,12853,Phaungpyin,MMR005032
 Grade 5,12119,13515,25634,Phaungpyin,MMR005032
 Grade 6,3330,3426,6756,Phaungpyin,MMR005032
 Grade 7,3377,3004,6381,Phaungpyin,MMR005032
 Grade 8,3323,2852,6175,Phaungpyin,MMR005032
 Grade 9,2682,2469,5151,Phaungpyin,MMR005032
 Grade 10,2081,2289,4370,Phaungpyin,MMR005032
 Grade 11,998,1092,2090,Phaungpyin,MMR005032
 College,589,607,1196,Phaungpyin,MMR005032
 Vocational training,28,38,66,Phaungpyin,MMR005032
 Undergraduate diploma,95,80,175,Phaungpyin,MMR005032
 Graduate,857,1408,2265,Phaungpyin,MMR005032
 Postgraduate diploma,23,26,49,Phaungpyin,MMR005032
 Master degree,18,9,27,Phaungpyin,MMR005032
 PhD,3,1,4,Phaungpyin,MMR005032
 Other,1518,1072,2590,Phaungpyin,MMR005032
 Total,47080,52160,99240,Phaungpyin,MMR005032
