Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,4442,6437,10879,Maungtaw,MMR012009
 Grade 1,687,618,1305,Maungtaw,MMR012009
 Grade 2,713,724,1437,Maungtaw,MMR012009
 Grade 3,862,989,1851,Maungtaw,MMR012009
 Grade 4,1094,1100,2194,Maungtaw,MMR012009
 Grade 5,1519,1399,2918,Maungtaw,MMR012009
 Grade 6,841,656,1497,Maungtaw,MMR012009
 Grade 7,844,564,1408,Maungtaw,MMR012009
 Grade 8,970,585,1555,Maungtaw,MMR012009
 Grade 9,1329,655,1984,Maungtaw,MMR012009
 Grade 10,1163,653,1816,Maungtaw,MMR012009
 Grade 11,1350,820,2170,Maungtaw,MMR012009
 College,487,323,810,Maungtaw,MMR012009
 Vocational training,22,14,36,Maungtaw,MMR012009
 Undergraduate diploma,107,47,154,Maungtaw,MMR012009
 Graduate,1311,953,2264,Maungtaw,MMR012009
 Postgraduate diploma,22,31,53,Maungtaw,MMR012009
 Master degree,16,7,23,Maungtaw,MMR012009
 Other,106,60,166,Maungtaw,MMR012009
 Total,17885,16635,34520,Maungtaw,MMR012009
