Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,7239,7917,15156,Mawhtike(ST),MMR015023
 Grade 1,866,799,1665,Mawhtike(ST),MMR015023
 Grade 2,974,784,1758,Mawhtike(ST),MMR015023
 Grade 3,879,647,1526,Mawhtike(ST),MMR015023
 Grade 4,697,457,1154,Mawhtike(ST),MMR015023
 Grade 5,482,278,760,Mawhtike(ST),MMR015023
 Grade 6,758,385,1143,Mawhtike(ST),MMR015023
 Grade 7,215,109,324,Mawhtike(ST),MMR015023
 Grade 8,53,21,74,Mawhtike(ST),MMR015023
 Grade 9,91,31,122,Mawhtike(ST),MMR015023
 Grade 10,47,40,87,Mawhtike(ST),MMR015023
 Grade 11,17,11,28,Mawhtike(ST),MMR015023
 College,22,3,25,Mawhtike(ST),MMR015023
 Vocational training,3,1,4,Mawhtike(ST),MMR015023
 Undergraduate diploma,1,2,3,Mawhtike(ST),MMR015023
 Graduate,40,41,81,Mawhtike(ST),MMR015023
 Postgraduate diploma,9,-,9,Mawhtike(ST),MMR015023
 Master degree,1,1,2,Mawhtike(ST),MMR015023
 Other,3,1,4,Mawhtike(ST),MMR015023
 Total,12397,11528,23925,Mawhtike(ST),MMR015023
