Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,3440,4578,8018,Hainggyikyun(ST),MMR017004
 Grade 1,1507,1550,3057,Hainggyikyun(ST),MMR017004
 Grade 2,2000,2418,4418,Hainggyikyun(ST),MMR017004
 Grade 3,3148,4100,7248,Hainggyikyun(ST),MMR017004
 Grade 4,4840,5523,10363,Hainggyikyun(ST),MMR017004
 Grade 5,12565,12064,24629,Hainggyikyun(ST),MMR017004
 Grade 6,4914,4179,9093,Hainggyikyun(ST),MMR017004
 Grade 7,3782,2856,6638,Hainggyikyun(ST),MMR017004
 Grade 8,3700,2580,6280,Hainggyikyun(ST),MMR017004
 Grade 9,4137,2986,7123,Hainggyikyun(ST),MMR017004
 Grade 10,2583,2192,4775,Hainggyikyun(ST),MMR017004
 Grade 11,3350,3133,6483,Hainggyikyun(ST),MMR017004
 College,885,866,1751,Hainggyikyun(ST),MMR017004
 Vocational training,71,53,124,Hainggyikyun(ST),MMR017004
 Undergraduate diploma,87,74,161,Hainggyikyun(ST),MMR017004
 Graduate,1075,1845,2920,Hainggyikyun(ST),MMR017004
 Postgraduate diploma,27,50,77,Hainggyikyun(ST),MMR017004
 Master degree,8,39,47,Hainggyikyun(ST),MMR017004
 PhD,3,2,5,Hainggyikyun(ST),MMR017004
 Other,698,517,1215,Hainggyikyun(ST),MMR017004
 Total,52820,51605,104425,Hainggyikyun(ST),MMR017004
