Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,3119,4341,7460,Indaw,MMR005021
 Grade 1,1625,1613,3238,Indaw,MMR005021
 Grade 2,2034,2447,4481,Indaw,MMR005021
 Grade 3,2947,3906,6853,Indaw,MMR005021
 Grade 4,3642,4523,8165,Indaw,MMR005021
 Grade 5,16494,18488,34982,Indaw,MMR005021
 Grade 6,3685,3885,7570,Indaw,MMR005021
 Grade 7,3515,3343,6858,Indaw,MMR005021
 Grade 8,3516,3272,6788,Indaw,MMR005021
 Grade 9,3243,3074,6317,Indaw,MMR005021
 Grade 10,1784,1791,3575,Indaw,MMR005021
 Grade 11,2551,2967,5518,Indaw,MMR005021
 College,1027,1167,2194,Indaw,MMR005021
 Vocational training,78,78,156,Indaw,MMR005021
 Undergraduate diploma,91,111,202,Indaw,MMR005021
 Graduate,1298,2316,3614,Indaw,MMR005021
 Postgraduate diploma,16,52,68,Indaw,MMR005021
 Master degree,12,41,53,Indaw,MMR005021
 PhD,2,2,4,Indaw,MMR005021
 Other,107,141,248,Indaw,MMR005021
 Total,50786,57558,108344,Indaw,MMR005021
