Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,8103,15900,24003,Pauktaw,MMR012007
 Grade 1,3919,4743,8662,Pauktaw,MMR012007
 Grade 2,4542,7580,12122,Pauktaw,MMR012007
 Grade 3,7623,10847,18470,Pauktaw,MMR012007
 Grade 4,11097,11385,22482,Pauktaw,MMR012007
 Grade 5,12410,10751,23161,Pauktaw,MMR012007
 Grade 6,3650,2986,6636,Pauktaw,MMR012007
 Grade 7,2580,1892,4472,Pauktaw,MMR012007
 Grade 8,2028,1366,3394,Pauktaw,MMR012007
 Grade 9,1795,1090,2885,Pauktaw,MMR012007
 Grade 10,1044,692,1736,Pauktaw,MMR012007
 Grade 11,1230,862,2092,Pauktaw,MMR012007
 College,464,343,807,Pauktaw,MMR012007
 Vocational training,39,22,61,Pauktaw,MMR012007
 Undergraduate diploma,115,73,188,Pauktaw,MMR012007
 Graduate,763,901,1664,Pauktaw,MMR012007
 Postgraduate diploma,19,30,49,Pauktaw,MMR012007
 Master degree,3,7,10,Pauktaw,MMR012007
 Other,491,197,688,Pauktaw,MMR012007
 Total,61915,71667,133582,Pauktaw,MMR012007
