Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,8501,17148,25649,Myothit,MMR009005
 Grade 1,2616,2792,5408,Myothit,MMR009005
 Grade 2,3126,4538,7664,Myothit,MMR009005
 Grade 3,4162,7009,11171,Myothit,MMR009005
 Grade 4,6339,8731,15070,Myothit,MMR009005
 Grade 5,15101,17268,32369,Myothit,MMR009005
 Grade 6,5246,4461,9707,Myothit,MMR009005
 Grade 7,4455,3475,7930,Myothit,MMR009005
 Grade 8,4430,2956,7386,Myothit,MMR009005
 Grade 9,3954,2577,6531,Myothit,MMR009005
 Grade 10,3150,1934,5084,Myothit,MMR009005
 Grade 11,2700,2156,4856,Myothit,MMR009005
 College,907,729,1636,Myothit,MMR009005
 Vocational training,75,70,145,Myothit,MMR009005
 Undergraduate diploma,128,92,220,Myothit,MMR009005
 Graduate,1364,1803,3167,Myothit,MMR009005
 Postgraduate diploma,60,98,158,Myothit,MMR009005
 Master degree,9,37,46,Myothit,MMR009005
 PhD,1,2,3,Myothit,MMR009005
 Other,139,117,256,Myothit,MMR009005
 Total,66463,77993,144456,Myothit,MMR009005
