Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,1416,1909,3325,Kyaukhtu(ST),MMR009025
 Grade 1,368,467,835,Kyaukhtu(ST),MMR009025
 Grade 2,390,653,1043,Kyaukhtu(ST),MMR009025
 Grade 3,603,994,1597,Kyaukhtu(ST),MMR009025
 Grade 4,1190,1614,2804,Kyaukhtu(ST),MMR009025
 Grade 5,3936,4731,8667,Kyaukhtu(ST),MMR009025
 Grade 6,957,910,1867,Kyaukhtu(ST),MMR009025
 Grade 7,819,745,1564,Kyaukhtu(ST),MMR009025
 Grade 8,1065,883,1948,Kyaukhtu(ST),MMR009025
 Grade 9,965,760,1725,Kyaukhtu(ST),MMR009025
 Grade 10,1209,1207,2416,Kyaukhtu(ST),MMR009025
 Grade 11,389,281,670,Kyaukhtu(ST),MMR009025
 College,284,314,598,Kyaukhtu(ST),MMR009025
 Vocational training,119,89,208,Kyaukhtu(ST),MMR009025
 Undergraduate diploma,38,29,67,Kyaukhtu(ST),MMR009025
 Graduate,486,852,1338,Kyaukhtu(ST),MMR009025
 Postgraduate diploma,24,32,56,Kyaukhtu(ST),MMR009025
 Master degree,3,14,17,Kyaukhtu(ST),MMR009025
 PhD,-,1,1,Kyaukhtu(ST),MMR009025
 Other,3,1,4,Kyaukhtu(ST),MMR009025
 Total,14264,16486,30750,Kyaukhtu(ST),MMR009025
