Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,6873,9999,16872,Pyin Oo Lwin,MMR010008
 Grade 1,2784,2757,5541,Pyin Oo Lwin,MMR010008
 Grade 2,3805,4657,8462,Pyin Oo Lwin,MMR010008
 Grade 3,5931,7411,13342,Pyin Oo Lwin,MMR010008
 Grade 4,9389,10660,20049,Pyin Oo Lwin,MMR010008
 Grade 5,20351,21903,42254,Pyin Oo Lwin,MMR010008
 Grade 6,7208,7244,14452,Pyin Oo Lwin,MMR010008
 Grade 7,6534,5756,12290,Pyin Oo Lwin,MMR010008
 Grade 8,7315,5981,13296,Pyin Oo Lwin,MMR010008
 Grade 9,8877,6942,15819,Pyin Oo Lwin,MMR010008
 Grade 10,8203,6621,14824,Pyin Oo Lwin,MMR010008
 Grade 11,12488,10986,23474,Pyin Oo Lwin,MMR010008
 College,6684,3913,10597,Pyin Oo Lwin,MMR010008
 Vocational training,212,131,343,Pyin Oo Lwin,MMR010008
 Undergraduate diploma,594,357,951,Pyin Oo Lwin,MMR010008
 Graduate,8131,10979,19110,Pyin Oo Lwin,MMR010008
 Postgraduate diploma,168,227,395,Pyin Oo Lwin,MMR010008
 Master degree,1312,483,1795,Pyin Oo Lwin,MMR010008
 PhD,335,88,423,Pyin Oo Lwin,MMR010008
 Other,809,495,1304,Pyin Oo Lwin,MMR010008
 Total,118003,117590,235593,Pyin Oo Lwin,MMR010008
