Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,6230,6417,12647,Kawhmu,MMR013028
 Grade 1,2212,2388,4600,Kawhmu,MMR013028
 Grade 2,3388,3916,7304,Kawhmu,MMR013028
 Grade 3,4902,5690,10592,Kawhmu,MMR013028
 Grade 4,8479,9983,18462,Kawhmu,MMR013028
 Grade 5,9969,10744,20713,Kawhmu,MMR013028
 Grade 6,3052,2964,6016,Kawhmu,MMR013028
 Grade 7,2705,2433,5138,Kawhmu,MMR013028
 Grade 8,2843,2296,5139,Kawhmu,MMR013028
 Grade 9,2258,1766,4024,Kawhmu,MMR013028
 Grade 10,3726,3267,6993,Kawhmu,MMR013028
 Grade 11,799,597,1396,Kawhmu,MMR013028
 College,967,905,1872,Kawhmu,MMR013028
 Vocational training,134,104,238,Kawhmu,MMR013028
 Undergraduate diploma,142,89,231,Kawhmu,MMR013028
 Graduate,1108,2058,3166,Kawhmu,MMR013028
 Postgraduate diploma,14,42,56,Kawhmu,MMR013028
 Master degree,13,17,30,Kawhmu,MMR013028
 PhD,1,4,5,Kawhmu,MMR013028
 Other,223,140,363,Kawhmu,MMR013028
 Total,53165,55820,108985,Kawhmu,MMR013028
