Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,9651,13457,23108,Myanaung,MMR017011
 Grade 1,3057,3244,6301,Myanaung,MMR017011
 Grade 2,3981,5124,9105,Myanaung,MMR017011
 Grade 3,6120,8602,14722,Myanaung,MMR017011
 Grade 4,9445,12881,22326,Myanaung,MMR017011
 Grade 5,23077,28208,51285,Myanaung,MMR017011
 Grade 6,6177,5991,12168,Myanaung,MMR017011
 Grade 7,5221,4587,9808,Myanaung,MMR017011
 Grade 8,5639,4357,9996,Myanaung,MMR017011
 Grade 9,5537,4347,9884,Myanaung,MMR017011
 Grade 10,5054,4130,9184,Myanaung,MMR017011
 Grade 11,4505,4300,8805,Myanaung,MMR017011
 College,1339,1550,2889,Myanaung,MMR017011
 Vocational training,99,72,171,Myanaung,MMR017011
 Undergraduate diploma,191,135,326,Myanaung,MMR017011
 Graduate,2180,3946,6126,Myanaung,MMR017011
 Postgraduate diploma,45,127,172,Myanaung,MMR017011
 Master degree,17,37,54,Myanaung,MMR017011
 PhD,2,4,6,Myanaung,MMR017011
 Other,2432,2671,5103,Myanaung,MMR017011
 Total,93769,107770,201539,Myanaung,MMR017011
