Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,2157,2534,4691,Leiktho(ST),MMR003004
 Grade 1,1638,1492,3130,Leiktho(ST),MMR003004
 Grade 2,1649,1530,3179,Leiktho(ST),MMR003004
 Grade 3,2092,1968,4060,Leiktho(ST),MMR003004
 Grade 4,2259,2118,4377,Leiktho(ST),MMR003004
 Grade 5,4034,3721,7755,Leiktho(ST),MMR003004
 Grade 6,1913,1598,3511,Leiktho(ST),MMR003004
 Grade 7,1284,1071,2355,Leiktho(ST),MMR003004
 Grade 8,1080,934,2014,Leiktho(ST),MMR003004
 Grade 9,1073,1051,2124,Leiktho(ST),MMR003004
 Grade 10,625,706,1331,Leiktho(ST),MMR003004
 Grade 11,928,1302,2230,Leiktho(ST),MMR003004
 College,115,136,251,Leiktho(ST),MMR003004
 Vocational training,14,11,25,Leiktho(ST),MMR003004
 Undergraduate diploma,24,21,45,Leiktho(ST),MMR003004
 Graduate,135,251,386,Leiktho(ST),MMR003004
 Postgraduate diploma,4,4,8,Leiktho(ST),MMR003004
 Master degree,16,2,18,Leiktho(ST),MMR003004
 PhD,2,-,2,Leiktho(ST),MMR003004
 Other,10,2,12,Leiktho(ST),MMR003004
 Total,21052,20452,41504,Leiktho(ST),MMR003004
