Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,11109,15706,26815,Panglong(ST),MMR014011
 Grade 1,1323,1066,2389,Panglong(ST),MMR014011
 Grade 2,1750,1358,3108,Panglong(ST),MMR014011
 Grade 3,2114,1791,3905,Panglong(ST),MMR014011
 Grade 4,2286,1977,4263,Panglong(ST),MMR014011
 Grade 5,4798,3801,8599,Panglong(ST),MMR014011
 Grade 6,1390,1374,2764,Panglong(ST),MMR014011
 Grade 7,1197,1085,2282,Panglong(ST),MMR014011
 Grade 8,1181,963,2144,Panglong(ST),MMR014011
 Grade 9,1436,994,2430,Panglong(ST),MMR014011
 Grade 10,856,669,1525,Panglong(ST),MMR014011
 Grade 11,1090,1086,2176,Panglong(ST),MMR014011
 College,247,262,509,Panglong(ST),MMR014011
 Vocational training,32,9,41,Panglong(ST),MMR014011
 Undergraduate diploma,24,35,59,Panglong(ST),MMR014011
 Graduate,431,745,1176,Panglong(ST),MMR014011
 Postgraduate diploma,5,20,25,Panglong(ST),MMR014011
 Master degree,21,53,74,Panglong(ST),MMR014011
 PhD,7,30,37,Panglong(ST),MMR014011
 Other,34,12,46,Panglong(ST),MMR014011
 Total,31331,33036,64367,Panglong(ST),MMR014011
