Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,3424,3471,6895,Palaw,MMR006007
 Grade 1,2064,1986,4050,Palaw,MMR006007
 Grade 2,2331,2477,4808,Palaw,MMR006007
 Grade 3,3345,3616,6961,Palaw,MMR006007
 Grade 4,4910,5653,10563,Palaw,MMR006007
 Grade 5,7133,7945,15078,Palaw,MMR006007
 Grade 6,3325,3356,6681,Palaw,MMR006007
 Grade 7,2646,2475,5121,Palaw,MMR006007
 Grade 8,2578,2478,5056,Palaw,MMR006007
 Grade 9,2442,2219,4661,Palaw,MMR006007
 Grade 10,1830,2010,3840,Palaw,MMR006007
 Grade 11,1715,2252,3967,Palaw,MMR006007
 College,480,618,1098,Palaw,MMR006007
 Vocational training,259,216,475,Palaw,MMR006007
 Undergraduate diploma,92,94,186,Palaw,MMR006007
 Graduate,915,1925,2840,Palaw,MMR006007
 Postgraduate diploma,22,108,130,Palaw,MMR006007
 Master degree,9,20,29,Palaw,MMR006007
 PhD,1,-,1,Palaw,MMR006007
 Other,859,338,1197,Palaw,MMR006007
 Total,40380,43257,83637,Palaw,MMR006007
