Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,27836,29589,57425,Pan San(Pan Kham),MMR015005
 Grade 1,2091,1419,3510,Pan San(Pan Kham),MMR015005
 Grade 2,1955,1448,3403,Pan San(Pan Kham),MMR015005
 Grade 3,2125,1527,3652,Pan San(Pan Kham),MMR015005
 Grade 4,2183,1499,3682,Pan San(Pan Kham),MMR015005
 Grade 5,2501,1843,4344,Pan San(Pan Kham),MMR015005
 Grade 6,1733,1311,3044,Pan San(Pan Kham),MMR015005
 Grade 7,1392,960,2352,Pan San(Pan Kham),MMR015005
 Grade 8,864,667,1531,Pan San(Pan Kham),MMR015005
 Grade 9,1971,1534,3505,Pan San(Pan Kham),MMR015005
 Grade 10,885,600,1485,Pan San(Pan Kham),MMR015005
 Grade 11,749,563,1312,Pan San(Pan Kham),MMR015005
 College,481,349,830,Pan San(Pan Kham),MMR015005
 Vocational training,67,36,103,Pan San(Pan Kham),MMR015005
 Undergraduate diploma,36,17,53,Pan San(Pan Kham),MMR015005
 Graduate,177,161,338,Pan San(Pan Kham),MMR015005
 Postgraduate diploma,13,9,22,Pan San(Pan Kham),MMR015005
 Master degree,7,3,10,Pan San(Pan Kham),MMR015005
 PhD,2,1,3,Pan San(Pan Kham),MMR015005
 Other,811,337,1148,Pan San(Pan Kham),MMR015005
 Total,47879,43873,91752,Pan San(Pan Kham),MMR015005
