Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5732,5998,11730,Minepan,MMR014021
 Grade 1,502,382,884,Minepan,MMR014021
 Grade 2,613,450,1063,Minepan,MMR014021
 Grade 3,722,558,1280,Minepan,MMR014021
 Grade 4,884,642,1526,Minepan,MMR014021
 Grade 5,993,630,1623,Minepan,MMR014021
 Grade 6,487,388,875,Minepan,MMR014021
 Grade 7,480,351,831,Minepan,MMR014021
 Grade 8,529,328,857,Minepan,MMR014021
 Grade 9,488,304,792,Minepan,MMR014021
 Grade 10,449,386,835,Minepan,MMR014021
 Grade 11,230,193,423,Minepan,MMR014021
 College,100,94,194,Minepan,MMR014021
 Vocational training,10,3,13,Minepan,MMR014021
 Undergraduate diploma,17,12,29,Minepan,MMR014021
 Graduate,324,250,574,Minepan,MMR014021
 Postgraduate diploma,9,3,12,Minepan,MMR014021
 Master degree,32,4,36,Minepan,MMR014021
 PhD,1,-,1,Minepan,MMR014021
 Other,108,19,127,Minepan,MMR014021
 Total,12710,10995,23705,Minepan,MMR014021
