Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5035,8002,13037,Salingyi,MMR005018
 Grade 1,1501,1592,3093,Salingyi,MMR005018
 Grade 2,1875,2596,4471,Salingyi,MMR005018
 Grade 3,2705,4635,7340,Salingyi,MMR005018
 Grade 4,4348,6626,10974,Salingyi,MMR005018
 Grade 5,13647,17883,31530,Salingyi,MMR005018
 Grade 6,3040,3354,6394,Salingyi,MMR005018
 Grade 7,2497,2490,4987,Salingyi,MMR005018
 Grade 8,2591,2169,4760,Salingyi,MMR005018
 Grade 9,3080,2248,5328,Salingyi,MMR005018
 Grade 10,2462,1859,4321,Salingyi,MMR005018
 Grade 11,3381,2689,6070,Salingyi,MMR005018
 College,1168,991,2159,Salingyi,MMR005018
 Vocational training,173,47,220,Salingyi,MMR005018
 Undergraduate diploma,200,66,266,Salingyi,MMR005018
 Graduate,2611,3209,5820,Salingyi,MMR005018
 Postgraduate diploma,45,84,129,Salingyi,MMR005018
 Master degree,45,91,136,Salingyi,MMR005018
 PhD,2,4,6,Salingyi,MMR005018
 Other,773,905,1678,Salingyi,MMR005018
 Total,51179,61540,112719,Salingyi,MMR005018
