Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,546,963,1509,Ahlon,MMR013037
 Grade 1,372,392,764,Ahlon,MMR013037
 Grade 2,432,592,1024,Ahlon,MMR013037
 Grade 3,562,845,1407,Ahlon,MMR013037
 Grade 4,1098,1448,2546,Ahlon,MMR013037
 Grade 5,1729,2627,4356,Ahlon,MMR013037
 Grade 6,1111,1274,2385,Ahlon,MMR013037
 Grade 7,1056,1032,2088,Ahlon,MMR013037
 Grade 8,1486,1397,2883,Ahlon,MMR013037
 Grade 9,1991,1701,3692,Ahlon,MMR013037
 Grade 10,2369,2110,4479,Ahlon,MMR013037
 Grade 11,3798,3671,7469,Ahlon,MMR013037
 College,2017,1662,3679,Ahlon,MMR013037
 Vocational training,129,60,189,Ahlon,MMR013037
 Undergraduate diploma,239,107,346,Ahlon,MMR013037
 Graduate,4928,8038,12966,Ahlon,MMR013037
 Postgraduate diploma,159,311,470,Ahlon,MMR013037
 Master degree,136,337,473,Ahlon,MMR013037
 PhD,35,70,105,Ahlon,MMR013037
 Other,110,74,184,Ahlon,MMR013037
 Total,24303,28711,53014,Ahlon,MMR013037
