Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,1439,2922,4361,Mannaung,MMR017011
 Grade 1,655,751,1406,Mannaung,MMR017011
 Grade 2,1209,2051,3260,Mannaung,MMR017011
 Grade 3,2110,3379,5489,Mannaung,MMR017011
 Grade 4,3919,5201,9120,Mannaung,MMR017011
 Grade 5,4713,5731,10444,Mannaung,MMR017011
 Grade 6,1660,1747,3407,Mannaung,MMR017011
 Grade 7,1365,1330,2695,Mannaung,MMR017011
 Grade 8,1420,1359,2779,Mannaung,MMR017011
 Grade 9,1443,1455,2898,Mannaung,MMR017011
 Grade 10,959,1140,2099,Mannaung,MMR017011
 Grade 11,1200,1531,2731,Mannaung,MMR017011
 College,333,416,749,Mannaung,MMR017011
 Vocational training,29,65,94,Mannaung,MMR017011
 Undergraduate diploma,73,55,128,Mannaung,MMR017011
 Graduate,540,979,1519,Mannaung,MMR017011
 Postgraduate diploma,8,22,30,Mannaung,MMR017011
 Master degree,8,7,15,Mannaung,MMR017011
 PhD,1,1,2,Mannaung,MMR017011
 Other,11,8,19,Mannaung,MMR017011
 Total,23095,30150,53245,Mannaung,MMR017011
