Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5380,6863,12243,Nattalin,MMR008012
 Grade 1,2276,2706,4982,Nattalin,MMR008012
 Grade 2,3250,4746,7996,Nattalin,MMR008012
 Grade 3,4875,6749,11624,Nattalin,MMR008012
 Grade 4,12941,16296,29237,Nattalin,MMR008012
 Grade 5,18974,21867,40841,Nattalin,MMR008012
 Grade 6,4930,4449,9379,Nattalin,MMR008012
 Grade 7,4824,3855,8679,Nattalin,MMR008012
 Grade 8,5029,3810,8839,Nattalin,MMR008012
 Grade 9,4137,3065,7202,Nattalin,MMR008012
 Grade 10,5063,4083,9146,Nattalin,MMR008012
 Grade 11,1213,1054,2267,Nattalin,MMR008012
 College,807,890,1697,Nattalin,MMR008012
 Vocational training,88,67,155,Nattalin,MMR008012
 Undergraduate diploma,129,110,239,Nattalin,MMR008012
 Graduate,1697,2997,4694,Nattalin,MMR008012
 Postgraduate diploma,22,49,71,Nattalin,MMR008012
 Master degree,4,37,41,Nattalin,MMR008012
 PhD,1,5,6,Nattalin,MMR008012
 Other,548,688,1236,Nattalin,MMR008012
 Total,76188,84386,160574,Nattalin,MMR008012
