Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,2792,3594,6386,Thayetchaung,MMR006003
 Grade 1,2912,2888,5800,Thayetchaung,MMR006003
 Grade 2,3163,3711,6874,Thayetchaung,MMR006003
 Grade 3,4280,4981,9261,Thayetchaung,MMR006003
 Grade 4,5497,6724,12221,Thayetchaung,MMR006003
 Grade 5,10120,11105,21225,Thayetchaung,MMR006003
 Grade 6,3268,3325,6593,Thayetchaung,MMR006003
 Grade 7,2673,2493,5166,Thayetchaung,MMR006003
 Grade 8,2759,2455,5214,Thayetchaung,MMR006003
 Grade 9,2783,2509,5292,Thayetchaung,MMR006003
 Grade 10,1401,1422,2823,Thayetchaung,MMR006003
 Grade 11,1885,2282,4167,Thayetchaung,MMR006003
 College,437,637,1074,Thayetchaung,MMR006003
 Vocational training,37,23,60,Thayetchaung,MMR006003
 Undergraduate diploma,87,70,157,Thayetchaung,MMR006003
 Graduate,853,1797,2650,Thayetchaung,MMR006003
 Postgraduate diploma,25,120,145,Thayetchaung,MMR006003
 Master degree,25,16,41,Thayetchaung,MMR006003
 PhD,2,-,2,Thayetchaung,MMR006003
 Other,119,33,152,Thayetchaung,MMR006003
 Total,45118,50185,95303,Thayetchaung,MMR006003
