Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5477,11817,17294,Paletwat,MMR004009
 Grade 1,1824,1757,3581,Paletwat,MMR004009
 Grade 2,1701,1655,3356,Paletwat,MMR004009
 Grade 3,2076,2161,4237,Paletwat,MMR004009
 Grade 4,2240,2024,4264,Paletwat,MMR004009
 Grade 5,4055,3355,7410,Paletwat,MMR004009
 Grade 6,1492,1216,2708,Paletwat,MMR004009
 Grade 7,1242,938,2180,Paletwat,MMR004009
 Grade 8,1257,853,2110,Paletwat,MMR004009
 Grade 9,1414,941,2355,Paletwat,MMR004009
 Grade 10,1016,705,1721,Paletwat,MMR004009
 Grade 11,2118,1646,3764,Paletwat,MMR004009
 College,172,128,300,Paletwat,MMR004009
 Vocational training,30,16,46,Paletwat,MMR004009
 Undergraduate diploma,44,50,94,Paletwat,MMR004009
 Graduate,502,338,840,Paletwat,MMR004009
 Postgraduate diploma,24,12,36,Paletwat,MMR004009
 Master degree,8,3,11,Paletwat,MMR004009
 Other,9,7,16,Paletwat,MMR004009
 Total,26701,29622,56323,Paletwat,MMR004009
