Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,1433,1498,2931,Panlon(ST),MMR015021
 Grade 1,130,100,230,Panlon(ST),MMR015021
 Grade 2,152,132,284,Panlon(ST),MMR015021
 Grade 3,195,174,369,Panlon(ST),MMR015021
 Grade 4,175,137,312,Panlon(ST),MMR015021
 Grade 5,209,145,354,Panlon(ST),MMR015021
 Grade 6,116,109,225,Panlon(ST),MMR015021
 Grade 7,77,63,140,Panlon(ST),MMR015021
 Grade 8,66,51,117,Panlon(ST),MMR015021
 Grade 9,59,60,119,Panlon(ST),MMR015021
 Grade 10,29,38,67,Panlon(ST),MMR015021
 Grade 11,37,30,67,Panlon(ST),MMR015021
 College,11,13,24,Panlon(ST),MMR015021
 Vocational training,1,1,2,Panlon(ST),MMR015021
 Undergraduate diploma,2,-,2,Panlon(ST),MMR015021
 Graduate,27,30,57,Panlon(ST),MMR015021
 Other,60,19,79,Panlon(ST),MMR015021
 Total,2779,2600,5379,Panlon(ST),MMR015021
