Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,15880,19267,35147,Labutta,MMR017016
 Grade 1,5025,4987,10012,Labutta,MMR017016
 Grade 2,6101,7029,13130,Labutta,MMR017016
 Grade 3,9032,10516,19548,Labutta,MMR017016
 Grade 4,11570,11950,23520,Labutta,MMR017016
 Grade 5,21463,20710,42173,Labutta,MMR017016
 Grade 6,6709,5806,12515,Labutta,MMR017016
 Grade 7,4796,3707,8503,Labutta,MMR017016
 Grade 8,4735,3368,8103,Labutta,MMR017016
 Grade 9,4882,3567,8449,Labutta,MMR017016
 Grade 10,3763,3179,6942,Labutta,MMR017016
 Grade 11,3515,3289,6804,Labutta,MMR017016
 College,1126,971,2097,Labutta,MMR017016
 Vocational training,78,50,128,Labutta,MMR017016
 Undergraduate diploma,148,104,252,Labutta,MMR017016
 Graduate,1793,3076,4869,Labutta,MMR017016
 Postgraduate diploma,31,45,76,Labutta,MMR017016
 Master degree,10,25,35,Labutta,MMR017016
 PhD,2,-,2,Labutta,MMR017016
 Other,1568,1205,2773,Labutta,MMR017016
 Total,102227,102851,205078,Labutta,MMR017016
