Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,4771,6933,11704,Toungup,MMR012016
 Grade 1,1918,2142,4060,Toungup,MMR012016
 Grade 2,2491,3292,5783,Toungup,MMR012016
 Grade 3,3876,5243,9119,Toungup,MMR012016
 Grade 4,5903,7122,13025,Toungup,MMR012016
 Grade 5,9339,9527,18866,Toungup,MMR012016
 Grade 6,3987,3485,7472,Toungup,MMR012016
 Grade 7,3133,2571,5704,Toungup,MMR012016
 Grade 8,3187,2403,5590,Toungup,MMR012016
 Grade 9,3237,2409,5646,Toungup,MMR012016
 Grade 10,2537,2237,4774,Toungup,MMR012016
 Grade 11,3563,3321,6884,Toungup,MMR012016
 College,895,936,1831,Toungup,MMR012016
 Vocational training,55,41,96,Toungup,MMR012016
 Undergraduate diploma,164,142,306,Toungup,MMR012016
 Graduate,1574,2127,3701,Toungup,MMR012016
 Postgraduate diploma,24,66,90,Toungup,MMR012016
 Master degree,29,29,58,Toungup,MMR012016
 PhD,6,12,18,Toungup,MMR012016
 Other,122,37,159,Toungup,MMR012016
 Total,50811,54075,104886,Toungup,MMR012016
