Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,483,493,976,ManKan(ST),MMR015005
 Grade 1,45,27,72,ManKan(ST),MMR015005
 Grade 2,28,24,52,ManKan(ST),MMR015005
 Grade 3,25,20,45,ManKan(ST),MMR015005
 Grade 4,25,33,58,ManKan(ST),MMR015005
 Grade 5,24,19,43,ManKan(ST),MMR015005
 Grade 6,9,17,26,ManKan(ST),MMR015005
 Grade 7,5,16,21,ManKan(ST),MMR015005
 Grade 8,11,2,13,ManKan(ST),MMR015005
 Grade 9,21,4,25,ManKan(ST),MMR015005
 Grade 10,5,1,6,ManKan(ST),MMR015005
 Grade 11,10,11,21,ManKan(ST),MMR015005
 College,8,8,16,ManKan(ST),MMR015005
 Undergraduate diploma,4,1,5,ManKan(ST),MMR015005
 Graduate,18,18,36,ManKan(ST),MMR015005
 Postgraduate diploma,1,4,5,ManKan(ST),MMR015005
 Master degree,1,1,2,ManKan(ST),MMR015005
 Total,723,699,1422,ManKan(ST),MMR015005
