Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,942,974,1916,Pharpon,MMR003003
 Grade 1,412,432,844,Pharpon,MMR003003
 Grade 2,484,501,985,Pharpon,MMR003003
 Grade 3,617,526,1143,Pharpon,MMR003003
 Grade 4,849,707,1556,Pharpon,MMR003003
 Grade 5,745,575,1320,Pharpon,MMR003003
 Grade 6,439,327,766,Pharpon,MMR003003
 Grade 7,475,343,818,Pharpon,MMR003003
 Grade 8,476,354,830,Pharpon,MMR003003
 Grade 9,374,295,669,Pharpon,MMR003003
 Grade 10,483,471,954,Pharpon,MMR003003
 Grade 11,163,168,331,Pharpon,MMR003003
 College,65,65,130,Pharpon,MMR003003
 Vocational training,1,1,2,Pharpon,MMR003003
 Undergraduate diploma,24,10,34,Pharpon,MMR003003
 Graduate,251,146,397,Pharpon,MMR003003
 Postgraduate diploma,4,4,8,Pharpon,MMR003003
 Master degree,27,2,29,Pharpon,MMR003003
 PhD,2,1,3,Pharpon,MMR003003
 Other,8,1,9,Pharpon,MMR003003
 Total,6841,5903,12744,Pharpon,MMR003003
