Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,9236,17648,26884,Myauk U,MMR012003
 Grade 1,3783,4461,8244,Myauk U,MMR012003
 Grade 2,4905,7472,12377,Myauk U,MMR012003
 Grade 3,7089,11579,18668,Myauk U,MMR012003
 Grade 4,10233,13289,23522,Myauk U,MMR012003
 Grade 5,17418,17841,35259,Myauk U,MMR012003
 Grade 6,5632,5558,11190,Myauk U,MMR012003
 Grade 7,4510,3831,8341,Myauk U,MMR012003
 Grade 8,4387,3318,7705,Myauk U,MMR012003
 Grade 9,4353,3208,7561,Myauk U,MMR012003
 Grade 10,2072,1421,3493,Myauk U,MMR012003
 Grade 11,3077,2189,5266,Myauk U,MMR012003
 College,811,512,1323,Myauk U,MMR012003
 Vocational training,68,55,123,Myauk U,MMR012003
 Undergraduate diploma,209,109,318,Myauk U,MMR012003
 Graduate,1536,1480,3016,Myauk U,MMR012003
 Postgraduate diploma,46,35,81,Myauk U,MMR012003
 Master degree,19,14,33,Myauk U,MMR012003
 PhD,1,1,2,Myauk U,MMR012003
 Other,133,63,196,Myauk U,MMR012003
 Total,79518,94084,173602,Myauk U,MMR012003
