Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,9053,12264,21317,Ye,MMR011006
 Grade 1,2873,2719,5592,Ye,MMR011006
 Grade 2,4534,4764,9298,Ye,MMR011006
 Grade 3,6261,6793,13054,Ye,MMR011006
 Grade 4,6934,7583,14517,Ye,MMR011006
 Grade 5,10055,9964,20019,Ye,MMR011006
 Grade 6,5079,4894,9973,Ye,MMR011006
 Grade 7,4233,3606,7839,Ye,MMR011006
 Grade 8,3985,3434,7419,Ye,MMR011006
 Grade 9,4014,3129,7143,Ye,MMR011006
 Grade 10,2753,2653,5406,Ye,MMR011006
 Grade 11,3018,3430,6448,Ye,MMR011006
 College,914,1074,1988,Ye,MMR011006
 Vocational training,50,24,74,Ye,MMR011006
 Undergraduate diploma,126,71,197,Ye,MMR011006
 Graduate,1424,2677,4101,Ye,MMR011006
 Postgraduate diploma,18,29,47,Ye,MMR011006
 Master degree,22,15,37,Ye,MMR011006
 PhD,7,6,13,Ye,MMR011006
 Other,3565,518,4083,Ye,MMR011006
 Total,68918,69647,138565,Ye,MMR011006
