Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,6616,12641,19257,Aunglan,MMR009016
 Grade 1,3003,3310,6313,Aunglan,MMR009016
 Grade 2,3934,5302,9236,Aunglan,MMR009016
 Grade 3,6656,9998,16654,Aunglan,MMR009016
 Grade 4,9936,12659,22595,Aunglan,MMR009016
 Grade 5,33175,34763,67938,Aunglan,MMR009016
 Grade 6,6460,6397,12857,Aunglan,MMR009016
 Grade 7,5561,4904,10465,Aunglan,MMR009016
 Grade 8,5897,4709,10606,Aunglan,MMR009016
 Grade 9,5723,4323,10046,Aunglan,MMR009016
 Grade 10,4948,3975,8923,Aunglan,MMR009016
 Grade 11,4347,3874,8221,Aunglan,MMR009016
 College,1592,1662,3254,Aunglan,MMR009016
 Vocational training,403,182,585,Aunglan,MMR009016
 Undergraduate diploma,396,212,608,Aunglan,MMR009016
 Graduate,2882,4685,7567,Aunglan,MMR009016
 Postgraduate diploma,64,94,158,Aunglan,MMR009016
 Master degree,24,66,90,Aunglan,MMR009016
 PhD,2,3,5,Aunglan,MMR009016
 Other,715,630,1345,Aunglan,MMR009016
 Total,102334,114389,216723,Aunglan,MMR009016
