Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,6287,10717,17004,Oatwin,MMR007013
 Grade 1,3233,3528,6761,Oatwin,MMR007013
 Grade 2,4361,5608,9969,Oatwin,MMR007013
 Grade 3,6384,8128,14512,Oatwin,MMR007013
 Grade 4,8617,10479,19096,Oatwin,MMR007013
 Grade 5,13164,14928,28092,Oatwin,MMR007013
 Grade 6,4171,4172,8343,Oatwin,MMR007013
 Grade 7,3749,3391,7140,Oatwin,MMR007013
 Grade 8,3944,3012,6956,Oatwin,MMR007013
 Grade 9,3656,2663,6319,Oatwin,MMR007013
 Grade 10,2953,2483,5436,Oatwin,MMR007013
 Grade 11,3400,3124,6524,Oatwin,MMR007013
 College,1055,1135,2190,Oatwin,MMR007013
 Vocational training,71,36,107,Oatwin,MMR007013
 Undergraduate diploma,157,104,261,Oatwin,MMR007013
 Graduate,1523,2632,4155,Oatwin,MMR007013
 Postgraduate diploma,44,99,143,Oatwin,MMR007013
 Master degree,45,39,84,Oatwin,MMR007013
 PhD,-,5,5,Oatwin,MMR007013
 Other,557,432,989,Oatwin,MMR007013
 Total,67371,76715,144086,Oatwin,MMR007013
