Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5443,8091,13534,Pyigyidagun,MMR010005
 Grade 1,2746,2825,5571,Pyigyidagun,MMR010005
 Grade 2,3640,4521,8161,Pyigyidagun,MMR010005
 Grade 3,5218,6824,12042,Pyigyidagun,MMR010005
 Grade 4,10204,12097,22301,Pyigyidagun,MMR010005
 Grade 5,20840,20378,41218,Pyigyidagun,MMR010005
 Grade 6,8134,7167,15301,Pyigyidagun,MMR010005
 Grade 7,7373,5688,13061,Pyigyidagun,MMR010005
 Grade 8,8572,5911,14483,Pyigyidagun,MMR010005
 Grade 9,9203,5950,15153,Pyigyidagun,MMR010005
 Grade 10,7814,6228,14042,Pyigyidagun,MMR010005
 Grade 11,8608,7290,15898,Pyigyidagun,MMR010005
 College,4365,3401,7766,Pyigyidagun,MMR010005
 Vocational training,176,101,277,Pyigyidagun,MMR010005
 Undergraduate diploma,498,231,729,Pyigyidagun,MMR010005
 Graduate,7185,9531,16716,Pyigyidagun,MMR010005
 Postgraduate diploma,108,252,360,Pyigyidagun,MMR010005
 Master degree,109,313,422,Pyigyidagun,MMR010005
 PhD,26,47,73,Pyigyidagun,MMR010005
 Other,460,386,846,Pyigyidagun,MMR010005
 Total,110722,107232,217954,Pyigyidagun,MMR010005
