Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,4735,7632,12367,Aungmyetharzan,MMR010001
 Grade 1,2130,2066,4196,Aungmyetharzan,MMR010001
 Grade 2,2897,3549,6446,Aungmyetharzan,MMR010001
 Grade 3,4269,5899,10168,Aungmyetharzan,MMR010001
 Grade 4,8070,10420,18490,Aungmyetharzan,MMR010001
 Grade 5,19160,21452,40612,Aungmyetharzan,MMR010001
 Grade 6,7884,7701,15585,Aungmyetharzan,MMR010001
 Grade 7,7160,6039,13199,Aungmyetharzan,MMR010001
 Grade 8,8700,6654,15354,Aungmyetharzan,MMR010001
 Grade 9,10385,7852,18237,Aungmyetharzan,MMR010001
 Grade 10,8966,7408,16374,Aungmyetharzan,MMR010001
 Grade 11,14872,13310,28182,Aungmyetharzan,MMR010001
 College,6011,5281,11292,Aungmyetharzan,MMR010001
 Vocational training,397,250,647,Aungmyetharzan,MMR010001
 Undergraduate diploma,723,348,1071,Aungmyetharzan,MMR010001
 Graduate,13645,19728,33373,Aungmyetharzan,MMR010001
 Postgraduate diploma,278,525,803,Aungmyetharzan,MMR010001
 Master degree,313,769,1082,Aungmyetharzan,MMR010001
 PhD,92,170,262,Aungmyetharzan,MMR010001
 Other,719,608,1327,Aungmyetharzan,MMR010001
 Total,121406,127661,249067,Aungmyetharzan,MMR010001
