Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,8095,9817,17912,Thanlyin,MMR013023
 Grade 1,4975,6225,11200,Thanlyin,MMR013023
 Grade 2,6046,7983,14029,Thanlyin,MMR013023
 Grade 3,7544,9731,17275,Thanlyin,MMR013023
 Grade 4,17035,21457,38492,Thanlyin,MMR013023
 Grade 5,13096,14541,27637,Thanlyin,MMR013023
 Grade 6,7430,7239,14669,Thanlyin,MMR013023
 Grade 7,7804,6854,14658,Thanlyin,MMR013023
 Grade 8,9732,7882,17614,Thanlyin,MMR013023
 Grade 9,9925,7753,17678,Thanlyin,MMR013023
 Grade 10,11564,9831,21395,Thanlyin,MMR013023
 Grade 11,3904,2713,6617,Thanlyin,MMR013023
 College,4132,3079,7211,Thanlyin,MMR013023
 Vocational training,276,123,399,Thanlyin,MMR013023
 Undergraduate diploma,831,324,1155,Thanlyin,MMR013023
 Graduate,6693,10179,16872,Thanlyin,MMR013023
 Postgraduate diploma,137,261,398,Thanlyin,MMR013023
 Master degree,116,230,346,Thanlyin,MMR013023
 PhD,25,70,95,Thanlyin,MMR013023
 Other,446,492,938,Thanlyin,MMR013023
 Total,119806,126784,246590,Thanlyin,MMR013023
