Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,2769,3651,6420,Thegon,MMR008005
 Grade 1,1436,1917,3353,Thegon,MMR008005
 Grade 2,2128,3599,5727,Thegon,MMR008005
 Grade 3,3604,5585,9189,Thegon,MMR008005
 Grade 4,9847,12723,22570,Thegon,MMR008005
 Grade 5,16099,18822,34921,Thegon,MMR008005
 Grade 6,3415,2983,6398,Thegon,MMR008005
 Grade 7,3511,2541,6052,Thegon,MMR008005
 Grade 8,3846,2637,6483,Thegon,MMR008005
 Grade 9,3232,2300,5532,Thegon,MMR008005
 Grade 10,3483,3023,6506,Thegon,MMR008005
 Grade 11,1050,835,1885,Thegon,MMR008005
 College,670,816,1486,Thegon,MMR008005
 Vocational training,101,77,178,Thegon,MMR008005
 Undergraduate diploma,203,108,311,Thegon,MMR008005
 Graduate,1651,2889,4540,Thegon,MMR008005
 Postgraduate diploma,31,66,97,Thegon,MMR008005
 Master degree,12,27,39,Thegon,MMR008005
 PhD,3,3,6,Thegon,MMR008005
 Other,811,730,1541,Thegon,MMR008005
 Total,57902,65332,123234,Thegon,MMR008005
