Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,1238,2529,3767,Falam,MMR004001
 Grade 1,801,720,1521,Falam,MMR004001
 Grade 2,789,913,1702,Falam,MMR004001
 Grade 3,976,1291,2267,Falam,MMR004001
 Grade 4,1219,1405,2624,Falam,MMR004001
 Grade 5,2767,2810,5577,Falam,MMR004001
 Grade 6,1304,1114,2418,Falam,MMR004001
 Grade 7,1199,918,2117,Falam,MMR004001
 Grade 8,1392,931,2323,Falam,MMR004001
 Grade 9,1600,1271,2871,Falam,MMR004001
 Grade 10,1261,1035,2296,Falam,MMR004001
 Grade 11,1989,2165,4154,Falam,MMR004001
 College,314,489,803,Falam,MMR004001
 Vocational training,24,21,45,Falam,MMR004001
 Undergraduate diploma,111,72,183,Falam,MMR004001
 Graduate,716,751,1467,Falam,MMR004001
 Postgraduate diploma,57,36,93,Falam,MMR004001
 Master degree,55,19,74,Falam,MMR004001
 PhD,9,3,12,Falam,MMR004001
 Other,26,10,36,Falam,MMR004001
 Total,17847,18503,36350,Falam,MMR004001
