Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5762,9858,15620,Chanmyatharzi,MMR010004
 Grade 1,2832,3261,6093,Chanmyatharzi,MMR010004
 Grade 2,4266,5348,9614,Chanmyatharzi,MMR010004
 Grade 3,5878,8002,13880,Chanmyatharzi,MMR010004
 Grade 4,12572,15593,28165,Chanmyatharzi,MMR010004
 Grade 5,17432,20152,37584,Chanmyatharzi,MMR010004
 Grade 6,8291,8016,16307,Chanmyatharzi,MMR010004
 Grade 7,7967,6792,14759,Chanmyatharzi,MMR010004
 Grade 8,9490,7555,17045,Chanmyatharzi,MMR010004
 Grade 9,9951,7782,17733,Chanmyatharzi,MMR010004
 Grade 10,11505,10025,21530,Chanmyatharzi,MMR010004
 Grade 11,10734,9292,20026,Chanmyatharzi,MMR010004
 College,5395,5152,10547,Chanmyatharzi,MMR010004
 Vocational training,312,170,482,Chanmyatharzi,MMR010004
 Undergraduate diploma,1174,318,1492,Chanmyatharzi,MMR010004
 Graduate,12040,16869,28909,Chanmyatharzi,MMR010004
 Postgraduate diploma,205,415,620,Chanmyatharzi,MMR010004
 Master degree,257,716,973,Chanmyatharzi,MMR010004
 PhD,53,107,160,Chanmyatharzi,MMR010004
 Other,693,646,1339,Chanmyatharzi,MMR010004
 Total,126809,136069,262878,Chanmyatharzi,MMR010004
