Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,90,108,198,Myohla(ST),MMR001011
 Grade 1,67,57,124,Myohla(ST),MMR001011
 Grade 2,93,98,191,Myohla(ST),MMR001011
 Grade 3,123,162,285,Myohla(ST),MMR001011
 Grade 4,179,184,363,Myohla(ST),MMR001011
 Grade 5,581,538,1119,Myohla(ST),MMR001011
 Grade 6,136,106,242,Myohla(ST),MMR001011
 Grade 7,132,105,237,Myohla(ST),MMR001011
 Grade 8,141,77,218,Myohla(ST),MMR001011
 Grade 9,91,73,164,Myohla(ST),MMR001011
 Grade 10,90,94,184,Myohla(ST),MMR001011
 Grade 11,67,55,122,Myohla(ST),MMR001011
 College,22,39,61,Myohla(ST),MMR001011
 Vocational training,-,3,3,Myohla(ST),MMR001011
 Undergraduate diploma,4,-,4,Myohla(ST),MMR001011
 Graduate,36,33,69,Myohla(ST),MMR001011
 Postgraduate diploma,-,1,1,Myohla(ST),MMR001011
 Other,20,12,32,Myohla(ST),MMR001011
 Total,1872,1745,3617,Myohla(ST),MMR001011
