Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5131,7782,12913,North Okkalapa,MMR013012
 Grade 1,2668,2836,5504,North Okkalapa,MMR013012
 Grade 2,3244,4079,7323,North Okkalapa,MMR013012
 Grade 3,4749,6420,11169,North Okkalapa,MMR013012
 Grade 4,7391,11132,18523,North Okkalapa,MMR013012
 Grade 5,14769,21633,36402,North Okkalapa,MMR013012
 Grade 6,9235,11659,20894,North Okkalapa,MMR013012
 Grade 7,8308,8847,17155,North Okkalapa,MMR013012
 Grade 8,11487,10833,22320,North Okkalapa,MMR013012
 Grade 9,15410,13711,29121,North Okkalapa,MMR013012
 Grade 10,15619,13410,29029,North Okkalapa,MMR013012
 Grade 11,23748,21661,45409,North Okkalapa,MMR013012
 College,8288,7414,15702,North Okkalapa,MMR013012
 Vocational training,459,197,656,North Okkalapa,MMR013012
 Undergraduate diploma,671,311,982,North Okkalapa,MMR013012
 Graduate,14083,23319,37402,North Okkalapa,MMR013012
 Postgraduate diploma,248,573,821,North Okkalapa,MMR013012
 Master degree,162,556,718,North Okkalapa,MMR013012
 PhD,57,132,189,North Okkalapa,MMR013012
 Other,277,301,578,North Okkalapa,MMR013012
 Total,146004,166806,312810,North Okkalapa,MMR013012
