Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,2170,3423,5593,Myaung,MMR005003
 Grade 1,1363,1452,2815,Myaung,MMR005003
 Grade 2,1702,2326,4028,Myaung,MMR005003
 Grade 3,2523,3808,6331,Myaung,MMR005003
 Grade 4,4056,6158,10214,Myaung,MMR005003
 Grade 5,13128,19086,32214,Myaung,MMR005003
 Grade 6,2487,2919,5406,Myaung,MMR005003
 Grade 7,2290,2294,4584,Myaung,MMR005003
 Grade 8,2585,2255,4840,Myaung,MMR005003
 Grade 9,2575,2034,4609,Myaung,MMR005003
 Grade 10,2419,2013,4432,Myaung,MMR005003
 Grade 11,2396,2112,4508,Myaung,MMR005003
 College,921,873,1794,Myaung,MMR005003
 Vocational training,97,68,165,Myaung,MMR005003
 Undergraduate diploma,109,92,201,Myaung,MMR005003
 Graduate,1975,2766,4741,Myaung,MMR005003
 Postgraduate diploma,20,63,83,Myaung,MMR005003
 Master degree,14,52,66,Myaung,MMR005003
 PhD,1,3,4,Myaung,MMR005003
 Other,947,1220,2167,Myaung,MMR005003
 Total,43778,55017,98795,Myaung,MMR005003
