Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,1505,1381,2886,Parsaung,MMR002006
 Grade 1,626,576,1202,Parsaung,MMR002006
 Grade 2,722,649,1371,Parsaung,MMR002006
 Grade 3,1016,904,1920,Parsaung,MMR002006
 Grade 4,1105,846,1951,Parsaung,MMR002006
 Grade 5,1912,1418,3330,Parsaung,MMR002006
 Grade 6,1009,771,1780,Parsaung,MMR002006
 Grade 7,777,575,1352,Parsaung,MMR002006
 Grade 8,796,556,1352,Parsaung,MMR002006
 Grade 9,910,750,1660,Parsaung,MMR002006
 Grade 10,605,522,1127,Parsaung,MMR002006
 Grade 11,892,839,1731,Parsaung,MMR002006
 College,136,136,272,Parsaung,MMR002006
 Vocational training,16,14,30,Parsaung,MMR002006
 Undergraduate diploma,18,4,22,Parsaung,MMR002006
 Graduate,228,182,410,Parsaung,MMR002006
 Postgraduate diploma,5,4,9,Parsaung,MMR002006
 Master degree,12,-,12,Parsaung,MMR002006
 PhD,2,-,2,Parsaung,MMR002006
 Other,75,53,128,Parsaung,MMR002006
 Total,12367,10180,22547,Parsaung,MMR002006
