Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,629,787,1416,Kyeintali(ST),MMR012017
 Grade 1,277,344,621,Kyeintali(ST),MMR012017
 Grade 2,393,525,918,Kyeintali(ST),MMR012017
 Grade 3,666,848,1514,Kyeintali(ST),MMR012017
 Grade 4,1256,1503,2759,Kyeintali(ST),MMR012017
 Grade 5,2231,2479,4710,Kyeintali(ST),MMR012017
 Grade 6,851,827,1678,Kyeintali(ST),MMR012017
 Grade 7,756,572,1328,Kyeintali(ST),MMR012017
 Grade 8,804,671,1475,Kyeintali(ST),MMR012017
 Grade 9,879,768,1647,Kyeintali(ST),MMR012017
 Grade 10,706,687,1393,Kyeintali(ST),MMR012017
 Grade 11,749,795,1544,Kyeintali(ST),MMR012017
 College,135,130,265,Kyeintali(ST),MMR012017
 Vocational training,12,9,21,Kyeintali(ST),MMR012017
 Undergraduate diploma,49,43,92,Kyeintali(ST),MMR012017
 Graduate,293,397,690,Kyeintali(ST),MMR012017
 Postgraduate diploma,1,15,16,Kyeintali(ST),MMR012017
 Master degree,-,2,2,Kyeintali(ST),MMR012017
 PhD,-,1,1,Kyeintali(ST),MMR012017
 Other,3,5,8,Kyeintali(ST),MMR012017
 Total,10690,11408,22098,Kyeintali(ST),MMR012017
