Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,3923,4090,8013,Ngape,MMR009009
 Grade 1,893,900,1793,Ngape,MMR009009
 Grade 2,1295,1523,2818,Ngape,MMR009009
 Grade 3,1628,2391,4019,Ngape,MMR009009
 Grade 4,1861,2603,4464,Ngape,MMR009009
 Grade 5,5101,6160,11261,Ngape,MMR009009
 Grade 6,1300,1311,2611,Ngape,MMR009009
 Grade 7,1122,1017,2139,Ngape,MMR009009
 Grade 8,1081,922,2003,Ngape,MMR009009
 Grade 9,1162,781,1943,Ngape,MMR009009
 Grade 10,947,742,1689,Ngape,MMR009009
 Grade 11,871,727,1598,Ngape,MMR009009
 College,375,323,698,Ngape,MMR009009
 Vocational training,65,33,98,Ngape,MMR009009
 Undergraduate diploma,73,41,114,Ngape,MMR009009
 Graduate,656,878,1534,Ngape,MMR009009
 Postgraduate diploma,4,6,10,Ngape,MMR009009
 Master degree,7,10,17,Ngape,MMR009009
 PhD,-,3,3,Ngape,MMR009009
 Other,48,52,100,Ngape,MMR009009
 Total,22412,24513,46925,Ngape,MMR009009
