Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,607,672,1279,Kalewa,MMR005028
 Grade 1,944,871,1815,Kalewa,MMR005028
 Grade 2,837,1060,1897,Kalewa,MMR005028
 Grade 3,1310,1851,3161,Kalewa,MMR005028
 Grade 4,1736,2241,3977,Kalewa,MMR005028
 Grade 5,9083,9391,18474,Kalewa,MMR005028
 Grade 6,1652,1629,3281,Kalewa,MMR005028
 Grade 7,1365,1310,2675,Kalewa,MMR005028
 Grade 8,1429,1121,2550,Kalewa,MMR005028
 Grade 9,1478,1258,2736,Kalewa,MMR005028
 Grade 10,836,691,1527,Kalewa,MMR005028
 Grade 11,1390,1320,2710,Kalewa,MMR005028
 College,488,466,954,Kalewa,MMR005028
 Vocational training,18,13,31,Kalewa,MMR005028
 Undergraduate diploma,48,30,78,Kalewa,MMR005028
 Graduate,713,1084,1797,Kalewa,MMR005028
 Postgraduate diploma,10,8,18,Kalewa,MMR005028
 Master degree,5,12,17,Kalewa,MMR005028
 PhD,-,2,2,Kalewa,MMR005028
 Other,1200,1209,2409,Kalewa,MMR005028
 Total,25149,26239,51388,Kalewa,MMR005028
