Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,3853,7461,11314,Kyauktalongyi(ST),MMR014001
 Grade 1,1070,1043,2113,Kyauktalongyi(ST),MMR014001
 Grade 2,1413,1446,2859,Kyauktalongyi(ST),MMR014001
 Grade 3,2073,1989,4062,Kyauktalongyi(ST),MMR014001
 Grade 4,2895,2643,5538,Kyauktalongyi(ST),MMR014001
 Grade 5,6018,4645,10663,Kyauktalongyi(ST),MMR014001
 Grade 6,1292,1512,2804,Kyauktalongyi(ST),MMR014001
 Grade 7,1135,1341,2476,Kyauktalongyi(ST),MMR014001
 Grade 8,1278,1515,2793,Kyauktalongyi(ST),MMR014001
 Grade 9,1252,943,2195,Kyauktalongyi(ST),MMR014001
 Grade 10,922,678,1600,Kyauktalongyi(ST),MMR014001
 Grade 11,612,483,1095,Kyauktalongyi(ST),MMR014001
 College,143,146,289,Kyauktalongyi(ST),MMR014001
 Vocational training,4,2,6,Kyauktalongyi(ST),MMR014001
 Undergraduate diploma,20,15,35,Kyauktalongyi(ST),MMR014001
 Graduate,184,239,423,Kyauktalongyi(ST),MMR014001
 Postgraduate diploma,1,8,9,Kyauktalongyi(ST),MMR014001
 Master degree,4,2,6,Kyauktalongyi(ST),MMR014001
 Other,117,28,145,Kyauktalongyi(ST),MMR014001
 Total,24286,26139,50425,Kyauktalongyi(ST),MMR014001
