Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,2664,4005,6669,Dagon Myothit(North),MMR013019
 Grade 1,1645,1778,3423,Dagon Myothit(North),MMR013019
 Grade 2,1977,2240,4217,Dagon Myothit(North),MMR013019
 Grade 3,2653,3590,6243,Dagon Myothit(North),MMR013019
 Grade 4,3731,5353,9084,Dagon Myothit(North),MMR013019
 Grade 5,7912,11440,19352,Dagon Myothit(North),MMR013019
 Grade 6,4491,5468,9959,Dagon Myothit(North),MMR013019
 Grade 7,3967,4304,8271,Dagon Myothit(North),MMR013019
 Grade 8,5331,5413,10744,Dagon Myothit(North),MMR013019
 Grade 9,7667,7110,14777,Dagon Myothit(North),MMR013019
 Grade 10,8786,7771,16557,Dagon Myothit(North),MMR013019
 Grade 11,16089,14581,30670,Dagon Myothit(North),MMR013019
 College,6370,5152,11522,Dagon Myothit(North),MMR013019
 Vocational training,573,154,727,Dagon Myothit(North),MMR013019
 Undergraduate diploma,1069,440,1509,Dagon Myothit(North),MMR013019
 Graduate,14268,21089,35357,Dagon Myothit(North),MMR013019
 Postgraduate diploma,347,518,865,Dagon Myothit(North),MMR013019
 Master degree,363,831,1194,Dagon Myothit(North),MMR013019
 PhD,90,187,277,Dagon Myothit(North),MMR013019
 Other,294,251,545,Dagon Myothit(North),MMR013019
 Total,90287,101675,191962,Dagon Myothit(North),MMR013019
