Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5617,8174,13791,Kangyidaunt,MMR017002
 Grade 1,3763,3821,7584,Kangyidaunt,MMR017002
 Grade 2,5318,5867,11185,Kangyidaunt,MMR017002
 Grade 3,7852,9272,17124,Kangyidaunt,MMR017002
 Grade 4,9092,10482,19574,Kangyidaunt,MMR017002
 Grade 5,20891,21984,42875,Kangyidaunt,MMR017002
 Grade 6,4904,4381,9285,Kangyidaunt,MMR017002
 Grade 7,3670,2987,6657,Kangyidaunt,MMR017002
 Grade 8,3568,2736,6304,Kangyidaunt,MMR017002
 Grade 9,3742,2834,6576,Kangyidaunt,MMR017002
 Grade 10,2514,2158,4672,Kangyidaunt,MMR017002
 Grade 11,3481,3414,6895,Kangyidaunt,MMR017002
 College,926,896,1822,Kangyidaunt,MMR017002
 Vocational training,277,131,408,Kangyidaunt,MMR017002
 Undergraduate diploma,121,72,193,Kangyidaunt,MMR017002
 Graduate,1453,2334,3787,Kangyidaunt,MMR017002
 Postgraduate diploma,40,151,191,Kangyidaunt,MMR017002
 Master degree,25,114,139,Kangyidaunt,MMR017002
 PhD,11,12,23,Kangyidaunt,MMR017002
 Other,1139,1088,2227,Kangyidaunt,MMR017002
 Total,78404,82908,161312,Kangyidaunt,MMR017002
