Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,6277,5942,12219,Minekoke(ST),MMR016006
 Grade 1,179,184,363,Minekoke(ST),MMR016006
 Grade 2,205,157,362,Minekoke(ST),MMR016006
 Grade 3,190,150,340,Minekoke(ST),MMR016006
 Grade 4,274,187,461,Minekoke(ST),MMR016006
 Grade 5,192,133,325,Minekoke(ST),MMR016006
 Grade 6,116,81,197,Minekoke(ST),MMR016006
 Grade 7,114,59,173,Minekoke(ST),MMR016006
 Grade 8,131,53,184,Minekoke(ST),MMR016006
 Grade 9,100,47,147,Minekoke(ST),MMR016006
 Grade 10,98,81,179,Minekoke(ST),MMR016006
 Grade 11,18,19,37,Minekoke(ST),MMR016006
 College,13,5,18,Minekoke(ST),MMR016006
 Vocational training,1,-,1,Minekoke(ST),MMR016006
 Undergraduate diploma,10,3,13,Minekoke(ST),MMR016006
 Graduate,77,38,115,Minekoke(ST),MMR016006
 Postgraduate diploma,3,5,8,Minekoke(ST),MMR016006
 Master degree,8,3,11,Minekoke(ST),MMR016006
 Other,141,29,170,Minekoke(ST),MMR016006
 Total,8147,7176,15323,Minekoke(ST),MMR016006
