Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,9488,17055,26543,Nyaung U,MMR010022
 Grade 1,2858,3402,6260,Nyaung U,MMR010022
 Grade 2,3666,5826,9492,Nyaung U,MMR010022
 Grade 3,5144,7856,13000,Nyaung U,MMR010022
 Grade 4,11665,15133,26798,Nyaung U,MMR010022
 Grade 5,13366,16688,30054,Nyaung U,MMR010022
 Grade 6,4639,4765,9404,Nyaung U,MMR010022
 Grade 7,5213,4278,9491,Nyaung U,MMR010022
 Grade 8,5735,4226,9961,Nyaung U,MMR010022
 Grade 9,5115,3851,8966,Nyaung U,MMR010022
 Grade 10,7713,5989,13702,Nyaung U,MMR010022
 Grade 11,2060,1527,3587,Nyaung U,MMR010022
 College,1735,1535,3270,Nyaung U,MMR010022
 Vocational training,179,114,293,Nyaung U,MMR010022
 Undergraduate diploma,331,260,591,Nyaung U,MMR010022
 Graduate,3975,5582,9557,Nyaung U,MMR010022
 Postgraduate diploma,74,113,187,Nyaung U,MMR010022
 Master degree,37,102,139,Nyaung U,MMR010022
 PhD,11,7,18,Nyaung U,MMR010022
 Other,1063,1023,2086,Nyaung U,MMR010022
 Total,84067,99332,183399,Nyaung U,MMR010022
