Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5142,7731,12873,Mingaladon,MMR013002
 Grade 1,3131,3473,6604,Mingaladon,MMR013002
 Grade 2,4028,5111,9139,Mingaladon,MMR013002
 Grade 3,5482,7431,12913,Mingaladon,MMR013002
 Grade 4,8823,12128,20951,Mingaladon,MMR013002
 Grade 5,16775,22392,39167,Mingaladon,MMR013002
 Grade 6,9910,11972,21882,Mingaladon,MMR013002
 Grade 7,8353,9104,17457,Mingaladon,MMR013002
 Grade 8,11048,10622,21670,Mingaladon,MMR013002
 Grade 9,14656,13734,28390,Mingaladon,MMR013002
 Grade 10,15699,13281,28980,Mingaladon,MMR013002
 Grade 11,20080,18718,38798,Mingaladon,MMR013002
 College,7646,5843,13489,Mingaladon,MMR013002
 Vocational training,363,154,517,Mingaladon,MMR013002
 Undergraduate diploma,814,338,1152,Mingaladon,MMR013002
 Graduate,12854,18347,31201,Mingaladon,MMR013002
 Postgraduate diploma,615,373,988,Mingaladon,MMR013002
 Master degree,410,410,820,Mingaladon,MMR013002
 PhD,88,97,185,Mingaladon,MMR013002
 Other,599,731,1330,Mingaladon,MMR013002
 Total,146516,161990,308506,Mingaladon,MMR013002
