Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5988,8001,13989,Tharyarwaddy,MMR008007
 Grade 1,2971,3530,6501,Tharyarwaddy,MMR008007
 Grade 2,4409,6306,10715,Tharyarwaddy,MMR008007
 Grade 3,5410,7064,12474,Tharyarwaddy,MMR008007
 Grade 4,13411,15950,29361,Tharyarwaddy,MMR008007
 Grade 5,10610,11017,21627,Tharyarwaddy,MMR008007
 Grade 6,3739,3284,7023,Tharyarwaddy,MMR008007
 Grade 7,3995,2860,6855,Tharyarwaddy,MMR008007
 Grade 8,4239,2940,7179,Tharyarwaddy,MMR008007
 Grade 9,3645,2618,6263,Tharyarwaddy,MMR008007
 Grade 10,3589,3219,6808,Tharyarwaddy,MMR008007
 Grade 11,1049,771,1820,Tharyarwaddy,MMR008007
 College,885,894,1779,Tharyarwaddy,MMR008007
 Vocational training,55,43,98,Tharyarwaddy,MMR008007
 Undergraduate diploma,147,78,225,Tharyarwaddy,MMR008007
 Graduate,1748,3058,4806,Tharyarwaddy,MMR008007
 Postgraduate diploma,25,54,79,Tharyarwaddy,MMR008007
 Master degree,12,33,45,Tharyarwaddy,MMR008007
 PhD,3,4,7,Tharyarwaddy,MMR008007
 Other,190,181,371,Tharyarwaddy,MMR008007
 Total,66120,71905,138025,Tharyarwaddy,MMR008007
