Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,1255,2150,3405,Khampat(ST),MMR005030
 Grade 1,712,710,1422,Khampat(ST),MMR005030
 Grade 2,821,829,1650,Khampat(ST),MMR005030
 Grade 3,1149,1272,2421,Khampat(ST),MMR005030
 Grade 4,1317,1366,2683,Khampat(ST),MMR005030
 Grade 5,3391,3377,6768,Khampat(ST),MMR005030
 Grade 6,1367,1261,2628,Khampat(ST),MMR005030
 Grade 7,1080,1004,2084,Khampat(ST),MMR005030
 Grade 8,1198,1025,2223,Khampat(ST),MMR005030
 Grade 9,1197,1183,2380,Khampat(ST),MMR005030
 Grade 10,762,733,1495,Khampat(ST),MMR005030
 Grade 11,1274,1448,2722,Khampat(ST),MMR005030
 College,215,198,413,Khampat(ST),MMR005030
 Vocational training,6,6,12,Khampat(ST),MMR005030
 Undergraduate diploma,24,16,40,Khampat(ST),MMR005030
 Graduate,332,280,612,Khampat(ST),MMR005030
 Postgraduate diploma,19,19,38,Khampat(ST),MMR005030
 Master degree,18,5,23,Khampat(ST),MMR005030
 PhD,1,1,2,Khampat(ST),MMR005030
 Other,328,370,698,Khampat(ST),MMR005030
 Total,16466,17253,33719,Khampat(ST),MMR005030
