Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,9675,13397,23072,Kukai,MMR015011
 Grade 1,2762,2574,5336,Kukai,MMR015011
 Grade 2,3800,3276,7076,Kukai,MMR015011
 Grade 3,4370,3735,8105,Kukai,MMR015011
 Grade 4,4463,3967,8430,Kukai,MMR015011
 Grade 5,5423,4450,9873,Kukai,MMR015011
 Grade 6,2963,2862,5825,Kukai,MMR015011
 Grade 7,2541,2289,4830,Kukai,MMR015011
 Grade 8,2086,2005,4091,Kukai,MMR015011
 Grade 9,1993,1950,3943,Kukai,MMR015011
 Grade 10,1676,1851,3527,Kukai,MMR015011
 Grade 11,1108,1252,2360,Kukai,MMR015011
 College,486,526,1012,Kukai,MMR015011
 Vocational training,17,21,38,Kukai,MMR015011
 Undergraduate diploma,83,53,136,Kukai,MMR015011
 Graduate,814,1016,1830,Kukai,MMR015011
 Postgraduate diploma,22,20,42,Kukai,MMR015011
 Master degree,29,11,40,Kukai,MMR015011
 PhD,1,-,1,Kukai,MMR015011
 Other,85,13,98,Kukai,MMR015011
 Total,44397,45268,89665,Kukai,MMR015011
