Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,3780,5132,8912,Sinku,MMR010010
 Grade 1,2148,2213,4361,Sinku,MMR010010
 Grade 2,2690,3408,6098,Sinku,MMR010010
 Grade 3,3832,5463,9295,Sinku,MMR010010
 Grade 4,6778,8576,15354,Sinku,MMR010010
 Grade 5,19430,22798,42228,Sinku,MMR010010
 Grade 6,5349,5109,10458,Sinku,MMR010010
 Grade 7,4658,4059,8717,Sinku,MMR010010
 Grade 8,4797,3625,8422,Sinku,MMR010010
 Grade 9,4842,3361,8203,Sinku,MMR010010
 Grade 10,3636,2881,6517,Sinku,MMR010010
 Grade 11,3651,2773,6424,Sinku,MMR010010
 College,1454,1199,2653,Sinku,MMR010010
 Vocational training,60,61,121,Sinku,MMR010010
 Undergraduate diploma,193,135,328,Sinku,MMR010010
 Graduate,1812,2460,4272,Sinku,MMR010010
 Postgraduate diploma,17,35,52,Sinku,MMR010010
 Master degree,10,25,35,Sinku,MMR010010
 PhD,2,2,4,Sinku,MMR010010
 Other,148,133,281,Sinku,MMR010010
 Total,69287,73448,142735,Sinku,MMR010010
