Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,895,910,1805,Thandaunggyi,MMR003004
 Grade 1,708,773,1481,Thandaunggyi,MMR003004
 Grade 2,901,807,1708,Thandaunggyi,MMR003004
 Grade 3,1216,1022,2238,Thandaunggyi,MMR003004
 Grade 4,1355,1224,2579,Thandaunggyi,MMR003004
 Grade 5,1966,1825,3791,Thandaunggyi,MMR003004
 Grade 6,1132,964,2096,Thandaunggyi,MMR003004
 Grade 7,929,804,1733,Thandaunggyi,MMR003004
 Grade 8,962,895,1857,Thandaunggyi,MMR003004
 Grade 9,1021,888,1909,Thandaunggyi,MMR003004
 Grade 10,1281,1532,2813,Thandaunggyi,MMR003004
 Grade 11,475,671,1146,Thandaunggyi,MMR003004
 College,181,260,441,Thandaunggyi,MMR003004
 Vocational training,48,28,76,Thandaunggyi,MMR003004
 Undergraduate diploma,44,42,86,Thandaunggyi,MMR003004
 Graduate,362,524,886,Thandaunggyi,MMR003004
 Postgraduate diploma,10,10,20,Thandaunggyi,MMR003004
 Master degree,48,3,51,Thandaunggyi,MMR003004
 PhD,2,-,2,Thandaunggyi,MMR003004
 Other,6,7,13,Thandaunggyi,MMR003004
 Total,13542,13189,26731,Thandaunggyi,MMR003004
