Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,6255,9092,15347,Waingmaw,MMR001002
 Grade 1,2130,1993,4123,Waingmaw,MMR001002
 Grade 2,2678,2506,5184,Waingmaw,MMR001002
 Grade 3,3530,3404,6934,Waingmaw,MMR001002
 Grade 4,4100,3993,8093,Waingmaw,MMR001002
 Grade 5,6238,5374,11612,Waingmaw,MMR001002
 Grade 6,4005,3345,7350,Waingmaw,MMR001002
 Grade 7,3339,2868,6207,Waingmaw,MMR001002
 Grade 8,3584,3018,6602,Waingmaw,MMR001002
 Grade 9,3489,3348,6837,Waingmaw,MMR001002
 Grade 10,2933,3293,6226,Waingmaw,MMR001002
 Grade 11,2357,2868,5225,Waingmaw,MMR001002
 College,875,918,1793,Waingmaw,MMR001002
 Vocational training,68,43,111,Waingmaw,MMR001002
 Undergraduate diploma,90,81,171,Waingmaw,MMR001002
 Graduate,974,1293,2267,Waingmaw,MMR001002
 Postgraduate diploma,69,140,209,Waingmaw,MMR001002
 Master degree,32,33,65,Waingmaw,MMR001002
 PhD,1,4,5,Waingmaw,MMR001002
 Other,125,106,231,Waingmaw,MMR001002
 Total,46872,47720,94592,Waingmaw,MMR001002
