Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,2583,6652,9235,Mindat,MMR004006
 Grade 1,1250,1127,2377,Mindat,MMR004006
 Grade 2,953,1109,2062,Mindat,MMR004006
 Grade 3,1088,1209,2297,Mindat,MMR004006
 Grade 4,1142,1325,2467,Mindat,MMR004006
 Grade 5,2302,2324,4626,Mindat,MMR004006
 Grade 6,907,850,1757,Mindat,MMR004006
 Grade 7,901,687,1588,Mindat,MMR004006
 Grade 8,903,703,1606,Mindat,MMR004006
 Grade 9,997,702,1699,Mindat,MMR004006
 Grade 10,1181,1063,2244,Mindat,MMR004006
 Grade 11,1161,1018,2179,Mindat,MMR004006
 College,307,204,511,Mindat,MMR004006
 Vocational training,32,31,63,Mindat,MMR004006
 Undergraduate diploma,60,40,100,Mindat,MMR004006
 Graduate,597,541,1138,Mindat,MMR004006
 Postgraduate diploma,60,24,84,Mindat,MMR004006
 Master degree,29,5,34,Mindat,MMR004006
 PhD,-,2,2,Mindat,MMR004006
 Other,16,9,25,Mindat,MMR004006
 Total,16469,19625,36094,Mindat,MMR004006
