Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5588,8964,14552,Tanatpin,MMR007002
 Grade 1,3199,3382,6581,Tanatpin,MMR007002
 Grade 2,4031,5312,9343,Tanatpin,MMR007002
 Grade 3,5659,7949,13608,Tanatpin,MMR007002
 Grade 4,6600,8689,15289,Tanatpin,MMR007002
 Grade 5,12919,14659,27578,Tanatpin,MMR007002
 Grade 6,3613,3645,7258,Tanatpin,MMR007002
 Grade 7,2982,2590,5572,Tanatpin,MMR007002
 Grade 8,2829,2334,5163,Tanatpin,MMR007002
 Grade 9,2928,2152,5080,Tanatpin,MMR007002
 Grade 10,1916,1403,3319,Tanatpin,MMR007002
 Grade 11,2195,1887,4082,Tanatpin,MMR007002
 College,722,630,1352,Tanatpin,MMR007002
 Vocational training,37,24,61,Tanatpin,MMR007002
 Undergraduate diploma,106,60,166,Tanatpin,MMR007002
 Graduate,1061,1867,2928,Tanatpin,MMR007002
 Postgraduate diploma,22,51,73,Tanatpin,MMR007002
 Master degree,4,23,27,Tanatpin,MMR007002
 PhD,1,4,5,Tanatpin,MMR007002
 Other,4970,3059,8029,Tanatpin,MMR007002
 Total,61382,68684,130066,Tanatpin,MMR007002
