Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,12632,23347,35979,Taunggyi,MMR014001
 Grade 1,4343,4425,8768,Taunggyi,MMR014001
 Grade 2,6608,7153,13761,Taunggyi,MMR014001
 Grade 3,9930,10915,20845,Taunggyi,MMR014001
 Grade 4,12288,13550,25838,Taunggyi,MMR014001
 Grade 5,25212,23964,49176,Taunggyi,MMR014001
 Grade 6,11715,11456,23171,Taunggyi,MMR014001
 Grade 7,10132,9213,19345,Taunggyi,MMR014001
 Grade 8,12256,10080,22336,Taunggyi,MMR014001
 Grade 9,15812,11775,27587,Taunggyi,MMR014001
 Grade 10,12521,10302,22823,Taunggyi,MMR014001
 Grade 11,16480,16223,32703,Taunggyi,MMR014001
 College,6128,6871,12999,Taunggyi,MMR014001
 Vocational training,417,279,696,Taunggyi,MMR014001
 Undergraduate diploma,831,599,1430,Taunggyi,MMR014001
 Graduate,11321,18396,29717,Taunggyi,MMR014001
 Postgraduate diploma,192,441,633,Taunggyi,MMR014001
 Master degree,240,662,902,Taunggyi,MMR014001
 PhD,42,114,156,Taunggyi,MMR014001
 Other,923,322,1245,Taunggyi,MMR014001
 Total,170023,180087,350110,Taunggyi,MMR014001
